,name,address,borough,cuisine,phone,critical_flag,latitude,longitude,qualify_alcohol,seating_interest
2639995,paraiso bar,"1725 bath avenue, brooklyn, ny",brooklyn,,3477969925,not applicable,40.604704209146,-74.007508692595,yes,both
2639996,pret a manger,"400 park avenue, manhattan, ny",manhattan,soups/salads/sandwiches,2122074101,not critical,40.759772563487,-73.97209695792499,no,sidewalk
2639997,freunds kitchen,"4305 15 avenue, brooklyn, ny",brooklyn,jewish/kosher,7188511111,not critical,40.635615142515,-73.984312686046,no,both
2640208,giano,"126 east    7 street, manhattan, ny",manhattan,italian,2126737200,critical,40.726242080067,-73.984024286849,yes,both
2640359,bed-stuy fish fry,"801 halsey street, brooklyn, ny",brooklyn,soul food,3474059820,critical,40.685140373946,-73.920845106064,no,both
2640570,alcala restaurant,"246 east   44 street, manhattan, ny",manhattan,spanish,2123701866,not critical,40.751598751132,-73.972436056359,yes,both
2640761,sushi katsui,"357 6 avenue, manhattan, ny",manhattan,japanese,3477132804,critical,40.73209503086,-74.000681950317,yes,sidewalk
2640762,van leeuwen ice cream,"61 west houston street, manhattan, ny",manhattan,frozen desserts,7187011630,not critical,40.726473748730996,-73.999011436166,yes,roadway
2640964,new tony's dragon 1,"10718 liberty ave, queens, ny",queens,chinese,7188488989,critical,40.683475003973,-73.834176506499,yes,sidewalk
2641216,white castle,"17528 hillside avenue, queens, ny",queens,hamburgers,7186576470,critical,40.711833748286,-73.787418856784,no,both
2641443,eva's express,"684 3 avenue, manhattan, ny",manhattan,sandwiches/salads/mixed buffet,2128675545,critical,40.751651224496,-73.973814774267,no,both
2641646,la escuelita nueva bar lounge,"7807 roosevelt avenue, queens, ny",queens,latin american,7186516468,not critical,40.747265052539,-73.887470490588,yes,sidewalk
2641917,el patron restaurant & lounge ii,"1491 hylan boulevard, staten island, ny",staten island,mexican,7183511000,critical,40.591921442882,-74.08754498775,yes,sidewalk
2641920,boucherie,"99 7th ave s, manhattan, ny",manhattan,french,2128371616,not critical,40.732943121783,-74.003157217731,yes,both
2641942,the graham pizza & chicken,"77 varet street, brooklyn, ny",brooklyn,chicken,3476547738,critical,40.703087465303994,-73.942171344024,yes,sidewalk
2641983,princess manor,"92 nassau avenue, brooklyn, ny",brooklyn,continental,7183896965,critical,40.723924066506,-73.950277867763,yes,sidewalk
2642219,matigy,"2501 steinway st, queens, ny",queens,coffee/tea,9174945557,not critical,40.767581227281,-73.911974119383,no,both
2642373,ashoka,"1718 2 avenue, manhattan, ny",manhattan,indian,2128769100,critical,40.77995832995,-73.95021419953301,yes,both
2642374,fausto,"348 flatbush avenue, brooklyn, ny",brooklyn,italian,9179091427,not critical,40.676095469443,-73.97168866764,yes,sidewalk
2642375,fruitti yummi frozen yogurt,"10308 roosevelt ave, queens, ny",queens,frozen desserts,7184409756,critical,40.749875591766,-73.862523067808,no,both
2642581,"carvel, cinnabon","8612 3 avenue, brooklyn, ny",brooklyn,frozen desserts,7186759543,critical,40.62328516138,-74.03114186537,no,roadway
2642802,nuevo mexico mexican restaurant,"489 5 avenue, brooklyn, ny",brooklyn,mexican,7188320050,critical,40.667592232604,-73.987603436833,yes,openstreets
2642970,coco fresh tea & juice,"79 division street, manhattan, ny",manhattan,"juice, smoothies, fruit salads",9177700044,critical,40.714292303172996,-73.993723410596,yes,both
2643181,taco bell,"3351 conner street, bronx, ny",bronx,tex-mex,2017466400,critical,40.882943897046,-73.824411782691,no,sidewalk
2643399,dennis' place,"1701 pitkin avenue, brooklyn, ny",brooklyn,american,7184988406,not critical,40.669742690506,-73.91036261419599,yes,both
2643612,cambumbo express brook restaurant,"502 east  138 street, bronx, ny",bronx,mexican,6467485690,critical,40.807665641952,-73.919517604958,no,both
2643790,the gourmet bagel shoppe,"6220 avenue u, brooklyn, ny",brooklyn,bagels/pretzels,3478429221,critical,40.615760598909,-73.913342109477,no,both
2643999,the alcove restaurant,"4111 49th st, queens, ny",queens,spanish,3478134159,not critical,40.745979699295,-73.915272488507,yes,both
2644011,harlem fried chicken,"5 east  115 street, manhattan, ny",manhattan,,3472580945,not applicable,40.799595163037,-73.946089141298,no,both
2644245,tea shop 168 & bakery,"5920 main street, queens, ny",queens,chinese,7184600689,not critical,40.743649761859004,-73.825650044202,no,sidewalk
2644479,sakura japanese restaurant,"3118 avenue u, brooklyn, ny",brooklyn,japanese,7186460666,not critical,40.602017824335,-73.934567171971,no,both
2644721,black iron burger,"245 west   38 street, manhattan, ny",manhattan,hamburgers,6464763116,not critical,40.754069174466,-73.990103031798,yes,both
2644722,los viajeros,"1000 s 8th ave, manhattan, ny",manhattan,mexican,9733138178,critical,40.766812226924,-73.982808747226,yes,sidewalk
2644926,jack's wife freda,"116 8 avenue, manhattan, ny",manhattan,mediterranean,9178683463,critical,40.740872775677,-74.001688862208,yes,sidewalk
2645088,subway,"3044 3 avenue, bronx, ny",bronx,sandwiches,7189162238,not critical,40.82032508133,-73.912915724028,yes,sidewalk
2645296,the wing,"45 east   20 street, manhattan, ny",manhattan,coffee/tea,9173313131,not critical,40.738843879095995,-73.988983036918,yes,openstreets
2645322,bella pizza & restaurant,"208 livingston street, brooklyn, ny",brooklyn,pizza,7185224100,not critical,40.689698464296,-73.985951414916,no,sidewalk
2645552,puttanesca,"328 west   46 street, manhattan, ny",manhattan,,9175671060,not applicable,40.760198113817,-73.98892173556,yes,roadway
2645754,pio bagel,"58 west   36 street, manhattan, ny",manhattan,,6464788410,not applicable,40.750643267681,-73.985848282631,no,both
2645927,indo-pak halal restaurant,"2173 2 avenue, manhattan, ny",manhattan,pakistani,2129878150,not critical,40.794201366159,-73.939831041823,yes,roadway
2646136,restaurant on the plaza pizzeria,"50 new dorp plaza, staten island, ny",staten island,pizza,7186677170,not critical,40.573579317807,-74.116821674657,no,both
2646259,warude,"385 tompkins avenue, brooklyn, ny",brooklyn,japanese,6464184055,critical,40.684396521698,-73.944113012672,yes,both
2646260,tequila & mezcal,"1292 westchester avenue, bronx, ny",bronx,mexican,3474198942,critical,40.827312330843,-73.886741999106,yes,both
2646278,sabai,"432 park avenue south, manhattan, ny",manhattan,thai,6464764521,not critical,40.74425039145,-73.98341005398501,yes,both
2646279,italianissimo restaurant cafe bar,"107 mcclean avenue, staten island, ny",staten island,italian,7184424442,critical,40.59837822577,-74.065450853269,yes,both
2646517,roti-r-us,"7902 flatlands avenue, brooklyn, ny",brooklyn,caribbean,3474024444,not critical,40.635078828063996,-73.913915014429,yes,sidewalk
2646745,richmond county country club(10th hole),"900 todt hill road, staten island, ny",staten island,american,7183510600,critical,40.588574289339,-74.111130538314,no,sidewalk
2646976,5 star pizza,"295 east gun hill road, bronx, ny",bronx,pizza,3478437342,not critical,40.879186211627,-73.874622131045,no,sidewalk
2647117,popeyes,"122 east  125 street, manhattan, ny",manhattan,chicken,6466697282,not critical,40.804635969034,-73.9380769041,yes,both
2647330,manor oktoberfest forest hills,"7311 yellowstone boulevard, queens, ny",queens,german,7185442400,critical,40.717661742205,-73.857009087409,yes,both
2647472,bai sushi,"37-03 broadway, queens, ny",queens,japanese,7189567445,critical,40.75966330354,-73.92046020772,yes,sidewalk
2647684,snatch & go internet cafe & juice bar,"3410 church avenue, brooklyn, ny",brooklyn,"juice, smoothies, fruit salads",7182825800,not critical,40.651004219714,-73.945496121494,no,sidewalk
2647939,just taste it,"261 beach   20 street, queens, ny",queens,soul food,9174380995,critical,40.596422966153,-73.754162918486,yes,roadway
2648149,be in good health,"22717 merrick blvd, queens, ny",queens,coffee/tea,7186647653,critical,40.676911129478995,-73.74284031339,no,sidewalk
2648150,culture 36,"247 west   36 street, manhattan, ny",manhattan,coffee/tea,6468613553,critical,40.752853323146,-73.99104524865,yes,roadway
2648160,seafood 710,"710 amsterdam avenue, manhattan, ny",manhattan,,9176824778,not applicable,40.793033256558,-73.971118688237,yes,both
2648318,gurra cafe,"2325 arthur avenue, bronx, ny",bronx,coffee/tea,7182204254,not critical,40.854031708753,-73.88888692222599,yes,sidewalk
2648320,one world observatory,"1 world trade ctr, manhattan, ny",manhattan,american,2126024000,critical,40.713273449121,-74.012819917535,yes,sidewalk
2648542,luna bella,"4508 104th st, queens, ny",queens,,3475457876,not applicable,40.746869978826,-73.86017261015,no,sidewalk
2648750,green recipes,"14716 45th ave, queens, ny",queens,vegetarian,3478861012,critical,40.755515133343,-73.814970890416,no,both
2648960,xixa,"241 south    4 street, brooklyn, ny",brooklyn,american,7183888860,not critical,40.71032982527,-73.958699619164,yes,both
2649185,torres italian resturant,"6808 bay parkway, brooklyn, ny",brooklyn,pizza,7182561140,critical,40.611891855532,-73.983464684024,no,sidewalk
2649425,leo's pizza,"31-01 36 avenue, queens, ny",queens,pizza,7187218700,not critical,40.756526539687,-73.92962496148401,no,sidewalk
2649598,d'amico coffee,"309 court street, brooklyn, ny",brooklyn,coffee/tea,7188755403,critical,40.68352623275,-73.99532358271,no,both
2649600,union cafe restaurant,"568 union street, brooklyn, ny",brooklyn,american,7187971117,not critical,40.678134599511,-73.984933568321,yes,both
2649826,holland bay restaurant,"78 victory boulevard, staten island, ny",staten island,caribbean,6466234475,critical,40.6379464502,-74.079422975372,no,roadway
2649827,village chicken & burger,"1739 amsterdam avenue, manhattan, ny",manhattan,chicken,2122811060,not critical,40.825989073045996,-73.947039656215,yes,both
2650065,something greek,"7724 13 avenue, brooklyn, ny",brooklyn,,9177709055,not applicable,40.61896053017,-74.008832259807,no,sidewalk
2650280,nha minh,"915 wyckoff avenue, queens, ny",queens,,9176745706,not applicable,40.696932055198005,-73.906441938733,yes,both
2650283,potbelly sandwich works,"127 fulton street, manhattan, ny",manhattan,american,6463074896,critical,40.710062545132,-74.007426824347,yes,both
2650493,new apolo restaurant,"2899 fulton street, brooklyn, ny",brooklyn,,3475671118,not applicable,40.678972632764,-73.88770514609101,yes,both
2650494,viva juarez restaurant,"9109 43rd ave, queens, ny",queens,mexican,7187791301,critical,40.743375769074,-73.874297676591,yes,both
2650668,99 cents fresh pizza,"473a lex avenue, manhattan, ny",manhattan,pizza,3478220402,not critical,40.753833416524,-73.974290351966,yes,openstreets
2650914,99 cents best & fresh pizza,"166 west   27 street, manhattan, ny",manhattan,pizza,2124882388,not critical,40.746150736646,-73.992742367502,no,roadway
2651157,hops hill,"886 fulton street, brooklyn, ny",brooklyn,sandwiches,3479874334,critical,40.683202784187,-73.96563913576999,yes,sidewalk
2651158,china wok kitchen,"63 avenue d, manhattan, ny",manhattan,chinese,2129799327,critical,40.722044184529,-73.977232079692,yes,both
2651363,the brooklyn inn,"148 hoyt street, brooklyn, ny",brooklyn,american,7185222525,critical,40.685768217981,-73.988360844605,yes,both
2651364,sabiangboon 8,"117 west   10 street, manhattan, ny",manhattan,,2123665455,not applicable,40.734754708769,-73.99950204807101,no,both
2651365,graziella's,"232 vanderbilt avenue, brooklyn, ny",brooklyn,italian,7187895663,not critical,40.690461009807,-73.969313441083,yes,both
2651530,el mero mero,"3557 38th st, queens, ny",queens,mexican,7183922444,critical,40.754645260179,-73.923584770535,yes,both
2651672,kings bakery,"2053 86 street, brooklyn, ny",brooklyn,bakery products/desserts,7189753388,not critical,40.603831573077,-73.996964151176,no,roadway
2651908,carmine's pizza,"358 graham avenue, brooklyn, ny",brooklyn,pizza,7187829659,critical,40.714973446609996,-73.944448002948,yes,both
2652074,willoughby food bar,"51 willoughby street, brooklyn, ny",brooklyn,american,7188558447,not critical,40.692221024058,-73.98690648107099,no,sidewalk
2652332,compass group usa inc,"laguardia airport central terminal b, queens, ny",queens,,7043285090,not applicable,,,yes,both
2652558,"dunkin',' baskin robbins","508 west  259 street, bronx, ny",bronx,american,7184321289,not critical,40.906889816311995,-73.904365307527,no,sidewalk
2652792,lobo,"218 court street, brooklyn, ny",brooklyn,tex-mex,7188587739,critical,40.686548162016,-73.993891895692,yes,sidewalk
2652958,dunkin,"506 clarkson avenue, brooklyn, ny",brooklyn,donuts,7188040635,not critical,40.655852865454996,-73.94266655876,yes,sidewalk
2653187,subway,"10021 queens boulevard, queens, ny",queens,sandwiches,7182756686,critical,40.726852190584005,-73.853417447884,yes,sidewalk
2653413,il triangolo,"9601 corona avenue, queens, ny",queens,italian,7182711250,critical,40.742099977038,-73.867447075511,yes,both
2653637,kings ktv karaoke,"820 39 street, brooklyn, ny",brooklyn,korean,7188518118,not critical,40.646869772367,-73.996663088554,yes,both
2653857,larina pastificio & vino,"387 myrtle avenue, brooklyn, ny",brooklyn,italian,7188520001,not critical,40.693159430301,-73.970487778973,yes,both
2653994,night of joy,"667 lorimer street, brooklyn, ny",brooklyn,american,7183888693,not critical,40.716921975771,-73.949846618718,yes,sidewalk
2653995,ilusion tavern,"10507 northern blvd, queens, ny",queens,latin american,9177156728,critical,40.757732321636,-73.86354274514,yes,both
2653997,polonica,"8303 3 avenue, brooklyn, ny",brooklyn,polish,7186305805,critical,40.625569077950004,-74.030184690948,yes,both
2654136,duffy's,"650 forest avenue, staten island, ny",staten island,other,7184479276,critical,40.629743669867004,-74.110813872755,yes,sidewalk
2654137,gyro corner clam bar,"1205 bowery street, brooklyn, ny",brooklyn,seafood,3476007112,not critical,40.574779009954,-73.979881434562,yes,roadway
2654351,great wall,"6820 fort hamilton parkway, brooklyn, ny",brooklyn,chinese,7188336961,not critical,40.629019911868,-74.011643630891,yes,both
2654354,tim hortons,"9340 sutphin blvd, queens, ny",queens,coffee/tea,7187250002,not critical,40.699445856527,-73.80720376119099,yes,sidewalk
2654558,ihop,"935 richmond avenue, staten island, ny",staten island,pancakes/waffles,7184944467,critical,40.623735837234,-74.149074973929,no,sidewalk
2654562,dunkin,"59-14 beach channel drive, queens, ny",queens,donuts,7184741091,not critical,40.594123662384,-73.788968880054,no,sidewalk
2654692,starbucks coffee,"2195 frederick douglas boulevard, manhattan, ny",manhattan,coffee/tea,2126621239,not critical,40.806013164484,-73.95421143105699,yes,openstreets
2654819,wild crab house,"1209 forest avenue, staten island, ny",staten island,cajun,9178556565,critical,40.626388225631,-74.130315651918,no,both
2655027,pretzel king,"8902 165 street, queens, ny",queens,bagels/pretzels,6468869043,critical,40.707372800909,-73.796111266168,yes,roadway
2655234,mi lindo san miguelito,"257 west  231 street, bronx, ny",bronx,mexican,3479454330,critical,40.879985391988,-73.906884912318,yes,both
2655443,"dunkin',' baskin robbins","6366 108 street, queens, ny",queens,donuts,7182754575,not critical,40.733385615461,-73.849848866193,no,both
2655674,vesuvio bakery,"160 prince street, manhattan, ny",manhattan,bakery products/desserts,6468690090,critical,40.725971453002,-74.001334911865,no,sidewalk
2655675,wafels & dinges,"102 w 35th st, manhattan, ny",manhattan,french,2125162947,not critical,40.750541907818,-73.987541021756,yes,sidewalk
2655842,lee garden chinese restaurant,"121 wyckoff avenue, brooklyn, ny",brooklyn,chinese,7184977661,critical,40.70424279265,-73.919116371959,yes,both
2656045,parador caleno,"4507 47 avenue, queens, ny",queens,latin american,7189376700,critical,40.741242779702,-73.919847151917,yes,both
2656256,yer man's irish pub,"7026 88 street, queens, ny",queens,irish,7188944442,critical,40.710534819371,-73.864830060204,yes,openstreets
2656501,pizzeria sirenetta,"568 amsterdam avenue, manhattan, ny",manhattan,pizza,2127997401,critical,40.788669859561,-73.97430212673899,yes,both
2656502,jpmc cafeteria,"383 madison avenue, manhattan, ny",manhattan,american,2122722391,critical,40.755812976544,-73.97706528477299,yes,both
2656752,gordos cantina,"140 saint nicholas avenue, brooklyn, ny",brooklyn,mexican,9179479208,not critical,40.705045835565,-73.917467116137,yes,both
2656753,crumbly cafe & bakery,"997 1 avenue, manhattan, ny",manhattan,,9293643901,not applicable,40.756767559073,-73.96405254663901,no,sidewalk
2656964,mcdonald's,"904 manhattan avenue, brooklyn, ny",brooklyn,hamburgers,3477284265,not critical,40.730389652883,-73.954270811296,no,sidewalk
2657015,papa john's pizza,"12 sutter avenue, brooklyn, ny",brooklyn,,9173026461,not applicable,40.665283159685,-73.922674653786,no,roadway
2657255,concettina,"16024 willets point blvd, queens, ny",queens,italian,7182814210,critical,40.780506745661,-73.802133228888,yes,both
2657256,new wah kitchen,"1474 westchester avenue, bronx, ny",bronx,chinese,7185890625,critical,40.828393786538,-73.88133081940799,yes,both
2657520,blue bottle coffee,"396 broadway, manhattan, ny",manhattan,coffee/tea,5109883192,critical,40.718480960899,-74.00264427027899,no,both
2657650,azteca bakery,"1828 westchester avenue, bronx, ny",bronx,,7186841267,not applicable,40.832237661114,-73.865044406516,no,sidewalk
2657886,jun-men ramen bar,"249 9 avenue, manhattan, ny",manhattan,japanese,6468526787,critical,40.747860952156,-74.000339251634,yes,both
2657887,the pit at peoples improv theater,"123 east   24 street, manhattan, ny",manhattan,american,2125637488,critical,40.740410664855,-73.984829215117,yes,both
2658149,dai hachi sushi,"4618 vernon blvd, queens, ny",queens,japanese,7182556260,not critical,40.746330689918,-73.952906460589,yes,both
2658151,oligarch,"8615 lefferts blvd, queens, ny",queens,jewish/kosher,7188801406,critical,40.700845223771,-73.831280383533,yes,sidewalk
2658152,campo bello,"118 broad street, staten island, ny",staten island,spanish,7184481496,critical,40.624722256233,-74.079169421371,no,both
2658386,casa mia restaurant & cafe,"657 flushing avenue, brooklyn, ny",brooklyn,,3474759551,not applicable,40.700139173983004,-73.947010183891,yes,both
2658612,les amis cafe,"3117 ditmars blvd, queens, ny",queens,,3478669997,not applicable,40.775756448444,-73.910154370696,yes,both
2658770,blank brooklyn,"192 nassau avenue, brooklyn, ny",brooklyn,bakery products/desserts,9175454579,critical,40.725516505749,-73.945290632118,yes,both
2659002,simple loaf bakehouse,"310 5 avenue, brooklyn, ny",brooklyn,american,3473842205,critical,40.673212937266996,-73.98294472167599,no,roadway
2659151,bay grill,"20507 35th ave, queens, ny",queens,,6315071250,not applicable,40.766744839313,-73.78259310428601,no,both
2659375,fortune house of chen,"895 clarkson avenue, brooklyn, ny",brooklyn,chinese,7183639555,critical,40.656786212848,-73.928263710818,yes,both
2659605,layali latina,"4517 28th ave, queens, ny",queens,,9292849479,not applicable,40.763500588547004,-73.909495913471,yes,sidewalk
2659606,q44 bar & grill,"1161 castle hill avenue, bronx, ny",bronx,,6463029015,not applicable,40.831311673171,-73.850906240859,yes,roadway
2659607,moe's southwest grill,"1029a avenue of the americas, manhattan, ny",manhattan,mexican,2125757711,critical,40.752600268938,-73.985743195065,no,roadway
2659659,rebecca's,"610 bushwick avenue, brooklyn, ny",brooklyn,american,3472409899,not critical,40.698370397051,-73.934205370583,yes,both
2659660,blue spoon,"90 william street, manhattan, ny",manhattan,american,2128098880,critical,40.708176864362,-74.007787303754,no,sidewalk
2659661,le botaniste,"127 grand street, manhattan, ny",manhattan,vegan,3478378974,critical,40.720594462281,-74.000212847084,yes,both
2659662,kan wah chinese restaurant,"5912 main st, queens, ny",queens,chinese,7184459799,not critical,40.743690944179995,-73.825657153695,no,sidewalk
2659866,freda's,"993 columbus avenue, manhattan, ny",manhattan,caribbean,6464389832,critical,40.800971022665,-73.961586904694,yes,sidewalk
2660067,dunkin,"110 beverley road, brooklyn, ny",brooklyn,donuts,7189750551,not critical,40.642929107514,-73.978848262307,no,sidewalk
2660289,spotify - barista bar,"150 greenwich street, manhattan, ny",manhattan,coffee/tea,2038438547,critical,40.710504009675,-74.012523606424,yes,sidewalk
2660495,shukette,"230 9 avenue, manhattan, ny",manhattan,,2122421803,not applicable,40.747226910159995,-74.000772331446,yes,both
2660653,brooklyn billiards,"90 north   11 street, brooklyn, ny",brooklyn,american,7185992603,not critical,40.721423775059996,-73.957588785077,yes,both
2660784,aux merveilleux de fred,"37 8 avenue, manhattan, ny",manhattan,bakery products/desserts,9174751992,not critical,40.738265192297,-74.004027128587,yes,sidewalk
2661031,saturdays surf nyc,"31 crosby street, manhattan, ny",manhattan,coffee/tea,2129667875,not critical,40.720770126763,-73.999563481943,no,both
2661032,banana boat restaurant,"1138 flatbush avenue, brooklyn, ny",brooklyn,caribbean,7184844131,not critical,40.642632274561,-73.957621042005,yes,sidewalk
2661233,marlin bar at tommy bahama and tommy bahama restaurant and b,"551 5 avenue, manhattan, ny",manhattan,caribbean,2125370960,not critical,40.755610292397,-73.979317671301,no,both
2661458,taco bandito,"325 8 avenue, manhattan, ny",manhattan,tex-mex,2129895518,critical,40.747339408974,-73.997008112829,yes,sidewalk
2661673,2522 mombar,"2522 steinway st, queens, ny",queens,egyptian,7187262356,critical,40.767570273175004,-73.912006625123,no,sidewalk
2661784,korn's bakery,"4304 13 avenue, brooklyn, ny",brooklyn,bakery products/desserts,7185410824,critical,40.638280846090005,-73.98873307355,no,sidewalk
2662000,las conchitas bakery,"4811 5 avenue, brooklyn, ny",brooklyn,mexican,9178157695,not critical,40.646089928027,-74.009271892469,no,both
2662236,fryer to the buyer,"4702 church avenue, brooklyn, ny",brooklyn,,7189401926,not applicable,40.651596036425,-73.933138092055,yes,both
2662449,tacos el dorado,"763a flatbush avenue, brooklyn, ny",brooklyn,tex-mex,7188566677,critical,40.654183012808,-73.959559821725,yes,both
2662673,gus' american grill,"7206 new utrecht avenue, brooklyn, ny",brooklyn,american,7183317573,not critical,40.618066068931,-73.999312015119,no,sidewalk
2662926,national burger house,"470 east tremont avenue, bronx, ny",bronx,american,7188125270,critical,40.846983364547,-73.897909593169,no,sidewalk
2663127,harlem food ct,"66 west  116 street, manhattan, ny",manhattan,american,2127227300,not critical,40.801663228304,-73.948865079389,yes,both
2663348,china wok,"5813 avenue t, brooklyn, ny",brooklyn,chinese,7182095999,not critical,40.615278533753,-73.918464590811,yes,both
2663575,o'hanlon's bar,"118-12 queens boulevard, queens, ny",queens,american,7185209550,not critical,40.714973720179,-73.83205611951999,yes,sidewalk
2663779,starbucks,"2 columbus avenue, manhattan, ny",manhattan,coffee/tea,2124896757,not critical,40.769469474454006,-73.98512221961501,no,sidewalk
2663829,fine time,"84 central avenue, brooklyn, ny",brooklyn,american,7184839884,not critical,40.70081074623,-73.92998694958101,yes,both
2663830,sodexo micro market,"1 liberty plz, manhattan, ny",manhattan,coffee/tea,7326930339,critical,40.709422716852,-74.011102256001,yes,sidewalk
2664041,popeyes louisana kitchen,"1465 myrtle avenue, brooklyn, ny",brooklyn,chicken,7183819681,not critical,40.698930282627,-73.917189810308,yes,both
2664250,basquiat's bottle,"1198 fulton street, brooklyn, ny",brooklyn,american,4047899758,not critical,40.680574171723,-73.95270430306,yes,both
2664251,barracuda bar,"275 west   22 street, manhattan, ny",manhattan,american,2126458613,critical,40.744388817752,-73.998394052353,no,roadway
2664471,mixtape,"1533 myrtle avenue, brooklyn, ny",brooklyn,american,9177053052,not critical,40.699254603923,-73.91405542676401,no,sidewalk
2664490,the grey dog's coffee,"90 university place, manhattan, ny",manhattan,american,2124144739,not critical,40.733653847465,-73.993028788601,yes,both
2664626,bambi coffee shop,"10609 sutphin blvd, queens, ny",queens,spanish,3479693534,critical,40.69489819696,-73.80262267499,no,sidewalk
2664845,mike & maggie's pizzeria,"1527 149 street, queens, ny",queens,pizza,7187670204,not critical,40.786286021119,-73.816282566129,no,both
2664847,los verdes,"4626 greenpoint avenue, queens, ny",queens,latin american,7182556600,critical,40.742282131927,-73.918550352548,no,sidewalk
2664983,kaylah's hut,"805 prospect avenue, bronx, ny",bronx,caribbean,7188422300,critical,40.819064580988005,-73.901879853009,no,sidewalk
2665186,lincoln fried chicken,"1487 westchester avenue, bronx, ny",bronx,chicken,3476385402,not critical,40.828464483493,-73.880687498358,no,roadway
2665187,helen's,"22 1-2 9th ave, manhattan, ny",manhattan,asian/asian fusion,6469985510,not critical,40.740353882235,-74.00578106005901,yes,roadway
2665449,sush1,"555 6 avenue, manhattan, ny",manhattan,japanese,9179652201,not critical,40.738182858688,-73.996247124969,no,roadway
2665450,kimpanadas,"228 smith street, brooklyn, ny",brooklyn,,9175615023,not applicable,40.683932300646,-73.992366973069,no,roadway
2665451,the black whale,"279 city island avenue, bronx, ny",bronx,american,7188853657,not critical,40.846365909573,-73.786174021348,yes,sidewalk
2665452,go catering,"58 lispenard street, manhattan, ny",manhattan,american,2129244502,not critical,40.719554157615,-74.002950952322,yes,both
2665666,da andrea,"35 west   13 street, manhattan, ny",manhattan,italian,3476587469,not critical,40.73584703304,-73.995381239429,yes,both
2665809,las ramblas,"170 west    4 street, manhattan, ny",manhattan,spanish,6464157924,not critical,40.732097768113,-74.001479363182,yes,roadway
2665810,rockbar,"185 christopher street, manhattan, ny",manhattan,bottled beverages,2126751864,not critical,40.732478890868,-74.009688080386,yes,both
2666006,great wall chinese restaurant,"1533 watson avenue, bronx, ny",bronx,chinese,7188930488,critical,40.826106682717,-73.87801065623201,yes,sidewalk
2666227,checkers,"18124 hillside ave, queens, ny",queens,hamburgers,9293350272,not critical,40.713216775382,-73.78139763951,no,sidewalk
2666464,sea witch,"703 5 avenue, brooklyn, ny",brooklyn,american,6465220984,critical,40.660958607229,-73.993804139362,yes,both
2666612,el tipico restaurant,"2933 fulton street, brooklyn, ny",brooklyn,spanish,7182772560,critical,40.679333828109,-73.886572458755,yes,both
2666613,esca,"402 west   43 street, manhattan, ny",manhattan,italian,2125647272,critical,40.759358525789,-73.992787848733,yes,both
2666825,tipico dominicano restaurant,"10310 39 avenue, queens, ny",queens,latin american,7187247917,not critical,40.75071045145,-73.862900306292,yes,roadway
2666998,china star king restaurant,"2419 foster avenue, brooklyn, ny",brooklyn,chinese,7182826688,not critical,40.638428396316,-73.953454913512,no,sidewalk
2667202,fournos theophilos,"469 7 avenue, manhattan, ny",manhattan,greek,2124896959,not critical,40.751903544573004,-73.989940937192,no,both
2667450,scny thai cuisine,"11603 metropolitan ave, queens, ny",queens,,9172510488,not applicable,40.707502661984,-73.83599929255101,no,sidewalk
2667675,chipotle mexican grill,"117 east   14 street, manhattan, ny",manhattan,tex-mex,2122600641,critical,40.734073483813,-73.989030736717,yes,both
2667909,high grade coffee,"547 flatbush avenue, brooklyn, ny",brooklyn,coffee/tea,9298881650,not critical,40.660521078627,-73.960622842332,no,roadway
2668138,dorlan's,"213 front street, manhattan, ny",manhattan,american,2127792222,critical,40.707312498494,-74.00252119243301,yes,openstreets
2668140,vin sur vingt,"66 west   84 street, manhattan, ny",manhattan,french,6072210610,critical,40.784697677539,-73.97205036148401,yes,sidewalk
2668280,burgerim,"187 court street, brooklyn, ny",brooklyn,american,3476040107,critical,40.687742105252,-73.99329322418899,no,sidewalk
2668281,"dunkin',' baskin robbins","610 10 avenue, manhattan, ny",manhattan,donuts,2122472400,critical,40.76072551779,-73.994657555665,no,sidewalk
2668502,agra palace,"11633 queens blvd, queens, ny",queens,indian,7182618880,critical,40.715966447988,-73.833334211638,no,sidewalk
2668503,burger king,"245 page avenue, staten island, ny",staten island,hamburgers,7182272862,critical,40.518395480616,-74.23456130693,yes,both
2668524,pizza 2 go,"113 east  125 street, manhattan, ny",manhattan,pizza,6467032789,not critical,40.804765113984,-73.938340471036,no,roadway
2668767,golden china pavilion,"2102 eastchester road, bronx, ny",bronx,chinese,7188283869,critical,40.856293233253005,-73.843909277974,no,sidewalk
2669014,bolero,"177 bedford avenue, brooklyn, ny",brooklyn,,4846785439,not applicable,40.718050411976,-73.957471894417,yes,both
2669015,boston market,"5520 broadway, bronx, ny",bronx,american,3476029001,critical,40.877396309248,-73.90589411912799,yes,both
2669258,dunkin,"4480 21st st, queens, ny",queens,donuts,7187070019,not critical,40.747648581883,-73.947517215264,no,sidewalk
2669481,brooklyn hero shop,"270 vanderbilt avenue, brooklyn, ny",brooklyn,,3478658773,not applicable,40.689091294217,-73.969040027992,no,both
2669482,jamaican flavors,"13441 springfield boulevard, queens, ny",queens,caribbean,7189774155,critical,40.679136829986,-73.75394696512299,no,both
2669701,tavern 29,"47 east   29 street, manhattan, ny",manhattan,american,2126854422,critical,40.744376821855,-73.984640647229,yes,sidewalk
