,qualify_alcohol,seating_interest,address,id
3982,yes,sidewalk,"717 86 street, brooklyn, ny",3982
3983,yes,both,"111 west   17 street, manhattan, ny",3983
3984,yes,roadway,"536 east 5th street, manhattan, ny",3984
3985,yes,roadway,"302 broome street, manhattan, ny",3985
3986,no,both,"57  clinton , manhattan, ny",3986
3987,yes,both,"44 east   92 street, manhattan, ny",3987
3988,yes,roadway,"99  scott ave, brooklyn, ny",3988
3989,yes,openstreets,"63  gansevoort st., manhattan, ny",3989
3990,yes,both,"698 9 avenue, manhattan, ny",3990
3991,no,both,"198 lewis avenue, brooklyn, ny",3991
3992,yes,both,"322 east 86th street , manhattan, ny",3992
3993,no,roadway,"146 wilson avenue, brooklyn, ny",3993
3994,yes,sidewalk,"32-02 linden place, queens, ny",3994
3995,yes,roadway,"190a  duane street , manhattan, ny",3995
3996,yes,both,"818 10th ave, manhattan, ny",3996
3997,no,both,"147 west   51 street, manhattan, ny",3997
3998,yes,both,"28-54 31 street, queens, ny",3998
3999,yes,sidewalk,"pier 61 chelsea piers, manhattan, ny",3999
4000,yes,sidewalk,"938 east  233 street, bronx, ny",4000
4001,yes,roadway,"2276 12 avenue, manhattan, ny",4001
4002,yes,both,"264 cypress avenue, bronx, ny",4002
4003,yes,both,"162 avenue a, manhattan, ny",4003
4004,yes,sidewalk,"616 halsey, brooklyn, ny",4004
4005,yes,sidewalk,"420 hudson street, manhattan, ny",4005
4006,no,both,"32 32 e. 7th st, front#2, manhattan, ny",4006
4007,yes,both,"924 second avenue, manhattan, ny",4007
4008,yes,both,"118-08 atlantic avenue, queens, ny",4008
4009,no,both,"10302 roosevelt ave, queens, ny",4009
4010,no,both,"100 willoughby, brooklyn, ny",4010
4011,yes,both,"371  seventh avenue, manhattan, ny",4011
4012,no,roadway,"374 5 avenue, brooklyn, ny",4012
4013,yes,sidewalk,"736 7 avenue, manhattan, ny",4013
4014,yes,both,"173 irving ave, brooklyn, ny",4014
4015,yes,sidewalk,"1361 6th avenue , manhattan, ny",4015
4016,yes,sidewalk,"1825 north railroad ave, staten island, ny",4016
4017,yes,both,"3907 104th street, queens, ny",4017
4018,yes,both,"631  9 th avenue , manhattan, ny",4018
4019,yes,openstreets,"481 5th ave, brooklyn, ny",4019
4020,yes,sidewalk,"465 lexington avenue, manhattan, ny",4020
4021,yes,sidewalk,"23 48  bell blvd, queens, ny",4021
4022,no,sidewalk,"424  greenwood ave , brooklyn, ny",4022
4023,yes,both,"4705 center boulevard, queens, ny",4023
4024,yes,both,"2910 avenue d, brooklyn, ny",4024
4025,yes,both,"221  south 1st street , brooklyn, ny",4025
4026,yes,sidewalk,"86-13  lefferts blvd, queens, ny",4026
4027,yes,both,"10210 37th ave, queens, ny",4027
4028,no,roadway,"123 kent avenue, brooklyn, ny",4028
4029,no,both,"4221 broadway, manhattan, ny",4029
4030,yes,both,"251 w 55th street , manhattan, ny",4030
4031,yes,sidewalk,"427 forest avenue, staten island, ny",4031
4032,no,sidewalk,"122 east 42nd, manhattan, ny",4032
4033,yes,roadway,"43  franklin street, brooklyn, ny",4033
4034,no,both,"8521 18th ave, brooklyn, ny",4034
4035,yes,both,"272 grand street, brooklyn, ny",4035
4036,yes,both,"614 manhattan avenue , brooklyn, ny",4036
4037,yes,sidewalk,"140 west   13 street, manhattan, ny",4037
4038,no,sidewalk,"405 west   23 street, manhattan, ny",4038
4039,no,both,"1058 bedford avenue, brooklyn, ny",4039
4040,no,both,"1715 emmons avenue, brooklyn, ny",4040
4041,yes,sidewalk,"265-11  union tpk, queens, ny",4041
4042,no,roadway,"85b allen street, manhattan, ny",4042
4043,yes,openstreets,"22 west 8th, manhattan, ny",4043
4044,yes,both,"5977 broadway, bronx, ny",4044
4045,yes,roadway,"29 clinton street, manhattan, ny",4045
4046,yes,sidewalk,"122 union street, brooklyn, ny",4046
4047,yes,both,"1577  st nicholas avenue, manhattan, ny",4047
4048,yes,both,"229 columbus avenue, manhattan, ny",4048
4049,yes,both,"1556 ralph avenue, brooklyn, ny",4049
4050,no,sidewalk,"4723 vernon blvd, queens, ny",4050
4051,yes,both,"340 bedford avenue, brooklyn, ny",4051
4052,yes,roadway,"1157 flatbush , brooklyn, ny",4052
4053,no,sidewalk,"25  101 avenue , brooklyn, ny",4053
4054,yes,sidewalk,"85 smith street, brooklyn, ny",4054
4055,yes,sidewalk,"149-20 41st ave., queens, ny",4055
4056,yes,both,"1556 ralph avenue, brooklyn, ny",4056
4057,yes,both,"237 west 35th street, manhattan, ny",4057
4058,yes,both,"401 w 52nd st, manhattan, ny",4058
4059,yes,both,"1305 madison avenue, manhattan, ny",4059
4060,yes,roadway,"1016 lexington avenue, manhattan, ny",4060
4061,yes,both,"120 orchard street, manhattan, ny",4061
4062,yes,both,"2775 coney island avenue, brooklyn, ny",4062
4063,yes,both,"507 myrtle ave, brooklyn, ny",4063
4064,yes,both,"520 bay st, staten island, ny",4064
4065,no,roadway,"452  amsterdam , manhattan, ny",4065
4066,yes,both,"6420 17th avenue, brooklyn, ny",4066
4067,yes,roadway,"82 berry street, brooklyn, ny",4067
4068,yes,sidewalk,"8810 3rd avenue , brooklyn, ny",4068
4069,yes,both,"454 van brunt street, brooklyn, ny",4069
4070,no,sidewalk,"6151 188 street, queens, ny",4070
4071,yes,both,"102 avenue c, manhattan, ny",4071
4072,yes,both,"409 w 15th street, manhattan, ny",4072
4073,no,both,"185 bleecker street, manhattan, ny",4073
4074,yes,sidewalk,"204 9 avenue, manhattan, ny",4074
4075,yes,sidewalk,"106 east   57 street, manhattan, ny",4075
4076,yes,both,"160-18 northern blvd, queens, ny",4076
4077,no,roadway,"38 grand street, manhattan, ny",4077
4078,yes,both,"156 knickerbocker avenue, brooklyn, ny",4078
4079,yes,both,"53 west   19 street, manhattan, ny",4079
4080,yes,sidewalk,"1000  madison avenue, manhattan, ny",4080
4081,yes,roadway,"664 manhattan avenue, brooklyn, ny",4081
4082,yes,both,"330 west 58th street, manhattan, ny",4082
4083,yes,openstreets,"7708 woodside avenue, queens, ny",4083
4084,yes,both,"21 rector, manhattan, ny",4084
4085,yes,both,"8906  ditmas avenue, brooklyn, ny",4085
4086,yes,both,"4019 broadway, queens, ny",4086
4087,yes,both,"5305 65th place , queens, ny",4087
4088,yes,both,"6230 woodhaven blvd, queens, ny",4088
4089,yes,roadway,"520 east    6 street, manhattan, ny",4089
4090,yes,sidewalk,"472 kings highway, brooklyn, ny",4090
4091,no,roadway,"1013 fulton street, brooklyn, ny",4091
4092,yes,sidewalk,"633 3 avenue, manhattan, ny",4092
4093,yes,roadway,"398 manhattan avenue, brooklyn, ny",4093
4094,yes,both,"45-20 skillman avenue, queens, ny",4094
4095,yes,both,"35 west 8th street, manhattan, ny",4095
4096,yes,sidewalk,"596 manhattan ave, brooklyn, ny",4096
4097,no,both,"252 east   77 street, manhattan, ny",4097
4098,yes,both,"343 pleasant avenue, manhattan, ny",4098
4099,yes,both,"221 n 4th street, brooklyn, ny",4099
4100,yes,both,"170 west  231 street, bronx, ny",4100
4101,yes,both,"6 bond street, manhattan, ny",4101
4102,yes,sidewalk,"1403 2nd ave, manhattan, ny",4102
4103,yes,both,"488   3rd avenue, manhattan, ny",4103
4104,yes,both,"3769 103 st, queens, ny",4104
4105,no,both,"81-42  baxter av. , queens, ny",4105
4106,yes,both,"312 5th avenue, manhattan, ny",4106
4107,yes,roadway,"100  stain marks place, manhattan, ny",4107
4108,no,both,"1575 1575 lexington ave, manhattan, ny",4108
4109,yes,openstreets,"3935 bell blvd, queens, ny",4109
4110,yes,roadway,"401 east 73 rd street, manhattan, ny",4110
4111,yes,roadway,"1452 westchester avenue, bronx, ny",4111
4112,yes,sidewalk,"16024 northern boulevard, queens, ny",4112
4113,yes,roadway,"10 e 38th street, manhattan, ny",4113
4114,yes,both,"19 stanton street, manhattan, ny",4114
4115,yes,both,"51 east houston street, manhattan, ny",4115
4116,yes,both,"5002 vernon boulevard , queens, ny",4116
4117,no,sidewalk,"245 bleecker street, manhattan, ny",4117
4118,yes,both,"269 court street, brooklyn, ny",4118
4119,yes,sidewalk,"524 grand street, brooklyn, ny",4119
4120,yes,both,"38-19 69th street, queens, ny",4120
4121,yes,both,"665  franklin avenue , brooklyn, ny",4121
4122,yes,both,"9109 43rd avenue, queens, ny",4122
4123,yes,both,"7515 broadway, queens, ny",4123
4124,yes,both,"4052 main street, queens, ny",4124
4125,yes,openstreets,"62 5th avenue, brooklyn, ny",4125
4126,yes,both,"347 east 347 east 85 street 347 east 85 street, manhattan, ny",4126
4127,yes,both,"1084 flushing avenue, brooklyn, ny",4127
4128,yes,openstreets,"24 reed street, brooklyn, ny",4128
4129,no,both,"2 minthorne , staten island, ny",4129
4130,yes,sidewalk,"85 4 avenue, manhattan, ny",4130
4131,yes,openstreets,"7  old fulton st, brooklyn, ny",4131
4132,yes,both,"234 e. 4th street, manhattan, ny",4132
4133,yes,both,"835 8th avenue , manhattan, ny",4133
4134,no,both,"390 3 avenue, manhattan, ny",4134
4135,yes,sidewalk,"1078 1 avenue, manhattan, ny",4135
4136,yes,roadway,"9203 rockaway beach blvd, staten island, ny",4136
4137,yes,openstreets,"253 broome, manhattan, ny",4137
4138,yes,openstreets,"77b hoyt street, brooklyn, ny",4138
4139,yes,openstreets,"4015 5th ave , brooklyn, ny",4139
4140,yes,both,"150 west 46th street, manhattan, ny",4140
4141,yes,openstreets,"3501 ditmars blvd, queens, ny",4141
4142,yes,both,"234 west   48 street, manhattan, ny",4142
4143,no,roadway,"63 spring street, manhattan, ny",4143
4144,yes,both,"26 east 60th street, manhattan, ny",4144
4145,no,both,"155 east  170 street, bronx, ny",4145
4146,no,roadway,"1424 3 avenue, manhattan, ny",4146
4147,yes,both,"233 5th avenue, upper level, manhattan, ny",4147
4148,yes,both,"110 madison ave, manhattan, ny",4148
4149,yes,sidewalk,"108-22 queens boulevard, queens, ny",4149
4150,no,sidewalk,"240 central park south, manhattan, ny",4150
4151,yes,sidewalk,"712  w. 125th street, manhattan, ny",4151
4152,yes,sidewalk,"145 avenue of the americas, manhattan, ny",4152
4153,yes,sidewalk,"58 park avenue, manhattan, ny",4153
4154,no,both,"7901  new utrecht , brooklyn, ny",4154
4155,no,both,"69  grand street , brooklyn, ny",4155
4156,yes,sidewalk,"1902 church avenue, brooklyn, ny",4156
4157,no,sidewalk,"1125 lexington avenue, manhattan, ny",4157
4158,yes,both,"206 spring st, manhattan, ny",4158
4159,yes,both,"374-376 johnson ave, brooklyn, ny",4159
4160,yes,sidewalk,"74-27 37th avenue, queens, ny",4160
4161,yes,sidewalk,"43-32 corporal kennedy st, queens, ny",4161
4162,yes,both,"2117  3rd avenue, manhattan, ny",4162
4163,yes,sidewalk,"1249 avenue u, brooklyn, ny",4163
4164,yes,roadway,"2126  2nd avenue , manhattan, ny",4164
4165,yes,sidewalk,"1274  1st ave, manhattan, ny",4165
4166,yes,both,"6210 39th ave, queens, ny",4166
4167,yes,both,"1556 2 avenue, manhattan, ny",4167
4168,yes,both,"222  ave. b , manhattan, ny",4168
4169,yes,roadway,"36 east   20 street, manhattan, ny",4169
4170,yes,both,"206 spring st, manhattan, ny",4170
4171,yes,both,"349 west 46 street, manhattan, ny",4171
4172,yes,both,"12710 liberty avenue, queens, ny",4172
4173,yes,both,"186 columbus ave, manhattan, ny",4173
4174,yes,roadway,"281 lafayette street, manhattan, ny",4174
4175,yes,roadway,"347 court street, brooklyn, ny",4175
4176,yes,sidewalk,"15 east 31st st, manhattan, ny",4176
4177,yes,both,"2803 jackson ave, queens, ny",4177
4178,yes,both,"1684 woodbine street, queens, ny",4178
4179,yes,both,"76 carmine street, manhattan, ny",4179
4180,yes,sidewalk,"18 9 avenue, manhattan, ny",4180
4181,no,sidewalk,"695 norman avenue , brooklyn, ny",4181
4182,yes,sidewalk,"52 lincoln rd., brooklyn, ny",4182
4183,yes,sidewalk,"354  3rd avenue, manhattan, ny",4183
4184,yes,sidewalk,"60 rockefeller plaza, manhattan, ny",4184
4185,yes,both,"182   lexington avenue, manhattan, ny",4185
4186,yes,sidewalk,"502 grand, brooklyn, ny",4186
4187,yes,sidewalk,"1026 3 avenue, manhattan, ny",4187
4188,yes,openstreets,"60 pearl street, queens, ny",4188
4189,yes,both,"800 7 avenue, manhattan, ny",4189
4190,yes,both,"3533 broadway, manhattan, ny",4190
4191,yes,roadway,"41 west   46 street, manhattan, ny",4191
4192,yes,sidewalk,"236 8th ave , manhattan, ny",4192
4193,yes,roadway,"108 patchen avenue, brooklyn, ny",4193
4194,yes,sidewalk,"1828 mcdonald avenue, brooklyn, ny",4194
4195,yes,both,"5405 8 avenue, brooklyn, ny",4195
4196,yes,sidewalk,"969 amsterdam ave, manhattan, ny",4196
4197,yes,roadway,"80 spring street, manhattan, ny",4197
4198,yes,sidewalk,"19203  union turnpike , queens, ny",4198
4199,yes,both,"207-07 northern boulevard, queens, ny",4199
4200,yes,both,"353 lexington ave, manhattan, ny",4200
4201,yes,both,"103 1 avenue, manhattan, ny",4201
4202,yes,roadway,"197 adelphi street, brooklyn, ny",4202
4203,yes,both,"16923 jamaica ave, queens, ny",4203
4204,yes,both,"2812  ocean ave, brooklyn, ny",4204
4205,yes,both,"1359 broadway, manhattan, ny",4205
4206,yes,both,"1306 unionport rd. , bronx, ny",4206
4207,yes,sidewalk,"1275 edward l grant highway, bronx, ny",4207
4208,yes,both,"117 avenue a, manhattan, ny",4208
4209,yes,sidewalk,"10214  roosevelt ave, queens, ny",4209
4210,yes,both,"975  amsterdam ave, manhattan, ny",4210
4211,yes,sidewalk,"129-21 merrick boulevard, queens, ny",4211
4212,yes,both,"689 9ave, manhattan, ny",4212
4213,yes,both,"72  bedford street, manhattan, ny",4213
4214,yes,roadway,"1161 castle hill avenue, bronx, ny",4214
4215,yes,roadway,"796 greenwich street, manhattan, ny",4215
4216,yes,both,"5318 8th ave, brooklyn, ny",4216
4217,yes,both,"140  charles street, manhattan, ny",4217
4218,yes,sidewalk,"965 richmond ave , staten island, ny",4218
4219,no,both,"40-26 national st , queens, ny",4219
4220,no,both,"55c east    8 street, manhattan, ny",4220
4221,no,both,"4734 broadway, manhattan, ny",4221
4222,yes,both,"11251  roosevelt ave, queens, ny",4222
4223,yes,both,"944 1 avenue, manhattan, ny",4223
4224,yes,both,"231 west   39 street, manhattan, ny",4224
4225,no,both,"163 west 10th, manhattan, ny",4225
4226,no,sidewalk,"136 w3 st , manhattan, ny",4226
4227,yes,openstreets,"57-59 christopher street, manhattan, ny",4227
4228,yes,both,"10-10 50th avenue , queens, ny",4228
4229,no,sidewalk,"510  6av. avenue of americas, manhattan, ny",4229
4230,yes,both,"465 court street, brooklyn, ny",4230
4231,no,sidewalk,"150 east 14 st, manhattan, ny",4231
4232,no,sidewalk,"445  east 9th street, manhattan, ny",4232
4233,yes,both,"126 wyckoff avenue, brooklyn, ny",4233
4234,yes,both,"887 hart st, brooklyn, ny",4234
4235,yes,sidewalk,"6359  forest ave , queens, ny",4235
4236,yes,sidewalk,"348 franklin avenue, brooklyn, ny",4236
4237,yes,openstreets,"3503 ditmars blvd, queens, ny",4237
4238,yes,openstreets,"43 east   28 street, manhattan, ny",4238
4239,no,sidewalk,"53 east 8th street, manhattan, ny",4239
4240,yes,both,"19-21 1st avenue, manhattan, ny",4240
4241,yes,roadway,"100 broad street, manhattan, ny",4241
4242,yes,openstreets,"40-05  bell blvd, queens, ny",4242
4243,no,roadway,"156 sullivan street, manhattan, ny",4243
4244,no,both,"57 front street, brooklyn, ny",4244
4245,no,both,"77 77 east 4th street,, manhattan, ny",4245
4246,yes,both,"506 9th avenue, manhattan, ny",4246
4247,no,sidewalk,"373 waverly avenue, brooklyn, ny",4247
4248,yes,both,"55 third avenue, manhattan, ny",4248
4249,yes,both,"7002 fresh pond rd, queens, ny",4249
4250,yes,both,"2374  adam clayton powell junior boulevard, manhattan, ny",4250
4251,yes,sidewalk,"1771 hylan blvd , staten island, ny",4251
4252,yes,sidewalk,"6 bond street, manhattan, ny",4252
4253,yes,both,"39-34  bell blvd, queens, ny",4253
4254,yes,both,"42-14 bell blvd, queens, ny",4254
4255,yes,both,"30 water street, manhattan, ny",4255
4256,yes,sidewalk,"342 malcolm x boulevard, manhattan, ny",4256
4257,yes,sidewalk,"1623 2nd avenue, manhattan, ny",4257
4258,yes,roadway,"483 columbus ave, manhattan, ny",4258
4259,no,both,"2670 coney island avenue, brooklyn, ny",4259
4260,yes,both,"2906  frederick douglass blvd, manhattan, ny",4260
4261,yes,roadway,"290 ppw 290 prospect park west, brooklyn, ny",4261
4262,yes,sidewalk,"184  north 10th street, brooklyn, ny",4262
4263,yes,sidewalk,"111 east 167 street, bronx, ny",4263
4264,yes,sidewalk,"88 essex street, manhattan, ny",4264
4265,yes,sidewalk,"10 10 clermont av, brooklyn, ny",4265
4266,yes,both,"95-36 queens boulevard, queens, ny",4266
4267,yes,both,"708 rogers avenue, brooklyn, ny",4267
4268,no,sidewalk,"9202 avenue m, brooklyn, ny",4268
4269,yes,sidewalk,"60 east 65th street, manhattan, ny",4269
4270,yes,openstreets,"115 st marks place, manhattan, ny",4270
4271,yes,roadway,"7502 31 avenue, queens, ny",4271
4272,yes,both,"185 orchard st, manhattan, ny",4272
4273,yes,both,"13553  northern blvd, queens, ny",4273
4274,yes,roadway,"2127 9 avenue, manhattan, ny",4274
4275,yes,both,"128 central avenue, brooklyn, ny",4275
4276,no,sidewalk,"13353 37th ave, queens, ny",4276
4277,yes,both,"209 east  117 street, manhattan, ny",4277
4278,no,both,"435 east    9 street, manhattan, ny",4278
4279,yes,openstreets,"50 w 22nd , manhattan, ny",4279
4280,no,roadway,"321 west   49 street, manhattan, ny",4280
4281,yes,both,"152 driggs avenue, brooklyn, ny",4281
4282,yes,sidewalk,"103 n 10th street, brooklyn, ny",4282
4283,no,sidewalk,"500e 149 brook ave, bronx, ny",4283
4284,yes,openstreets,"300 west  114 street, manhattan, ny",4284
4285,yes,both,"212 e 10th st, manhattan, ny",4285
4286,yes,both,"229 dekalb avenue, brooklyn, ny",4286
4287,yes,both,"427 amsterdam ave, manhattan, ny",4287
4288,yes,sidewalk,"84-19 roosevelt avenue , queens, ny",4288
4289,yes,roadway,"377 park avenue south, manhattan, ny",4289
4290,yes,both,"689 9ave, manhattan, ny",4290
4291,yes,roadway,"2830 jackson ave, queens, ny",4291
4292,yes,sidewalk,"34 cooper square, manhattan, ny",4292
4293,yes,sidewalk,"85-30 37th ave, queens, ny",4293
4294,yes,both,"15 e 7th st, manhattan, ny",4294
4295,yes,roadway,"196  lenox av, manhattan, ny",4295
4296,yes,both,"1495 dekalb avenue, brooklyn, ny",4296
4297,yes,roadway,"641 10th ave, manhattan, ny",4297
4298,yes,sidewalk,"1298  westchester ave, bronx, ny",4298
4299,yes,both,"1116 bedford avenue, brooklyn, ny",4299
4300,yes,sidewalk,"79-08 parsons blvd, queens, ny",4300
4301,yes,sidewalk,"41 e 11th street, manhattan, ny",4301
4302,yes,openstreets,"31  cornelia street, manhattan, ny",4302
4303,yes,both,"basement 13 st marks place, manhattan, ny",4303
4304,no,sidewalk,"24 state street, manhattan, ny",4304
4305,yes,roadway,"130-131  east 31st street, manhattan, ny",4305
4306,yes,roadway,"266 carlton avenue, brooklyn, ny",4306
4307,yes,both,"4020 5 ave, brooklyn, ny",4307
4308,yes,both,"712 9th avenue, south store, manhattan, ny",4308
4309,yes,roadway,"429  greenwich st., manhattan, ny",4309
4310,yes,openstreets,"259  5th ave, brooklyn, ny",4310
4311,no,sidewalk,"145 4 avenue, manhattan, ny",4311
4312,yes,both,"201  1st avenue, manhattan, ny",4312
4313,yes,both,"233 park avenue south, manhattan, ny",4313
4314,yes,roadway,"57 jane street, manhattan, ny",4314
4315,yes,both,"355 west 46 street, manhattan, ny",4315
4316,no,sidewalk,"12221 rockaway boulevard, queens, ny",4316
4317,yes,both,"811  53rd street, brooklyn, ny",4317
4318,yes,sidewalk,"117 macdougal street, manhattan, ny",4318
4319,yes,roadway,"211 waverly pl, manhattan, ny",4319
4320,yes,roadway,"30 west 32nd street, manhattan, ny",4320
4321,yes,roadway,"227 lenox ave, manhattan, ny",4321
4322,yes,sidewalk,"149 second ave, manhattan, ny",4322
4323,yes,both,"78-14  roosevelt ave, queens, ny",4323
4324,yes,both,"8 west   18 street, manhattan, ny",4324
4325,yes,both,"345 park avenue south, manhattan, ny",4325
4326,no,roadway,"23 essex n., manhattan, ny",4326
4327,yes,both,"119 east   27 street, manhattan, ny",4327
