,name,address,zipcode,borough,cuisine,phone,critical_flag,latitude,longitude,id
12440,mama's empanadas,"8505 northern blvd, queens, ny",11372.0,queens,latin american,7185059937,critical,40.75587030289,-73.882413427615,12197
12441,lazzaras pizza cafe,"221 west   38 street, manhattan, ny",10018.0,manhattan,pizza,2129447792,not critical,40.753866018844,-73.989612185526,12198
12442,circle pizzeria,"112 hugh grant circle, bronx, ny",10472.0,bronx,pizza,7188221766,not critical,40.832771266398,-73.86137904035499,12199
12443,circle pizzeria,"112 hugh grant circle, bronx, ny",10472.0,bronx,pizza,7188221766,not critical,40.832771266398,-73.86137904035499,12200
12444,circle pizzeria,"112 hugh grant circle, bronx, ny",10472.0,bronx,pizza,7188221766,not critical,40.832771266398,-73.86137904035499,12201
12445,cocina latina,"4986 broadway, manhattan, ny",10034.0,manhattan,latin american,2125442223,not critical,40.868266491555,-73.919201730342,12202
12446,new china restaurant wang,"3035 3 avenue, bronx, ny",10455.0,bronx,chinese,7182922493,not critical,40.819869724943,-73.913274007438,12203
12447,thai son vietnamese cuisine,"89 baxter street, manhattan, ny",10013.0,manhattan,southeast asian,2127322822,not critical,40.716897259821,-73.99969698034799,12204
12448,locksmith wine & burger bar,"4463 broadway, manhattan, ny",10040.0,manhattan,american,2123049463,critical,40.857337210735004,-73.93231229378199,12205
12449,falafel tanami,"1305 east   17 street, brooklyn, ny",11230.0,brooklyn,jewish/kosher,7184839100,not critical,40.618536032668,-73.958194715881,12206
12450,george keeley,"485 amsterdam avenue, manhattan, ny",10024.0,manhattan,american,2128730251,critical,40.785917301255004,-73.976289315216,12207
12451,hook & reel cajun seafood & bar,"16121 jamaica ave, queens, ny",11432.0,queens,seafood,7182973560,critical,40.704241467553004,-73.797920623078,12208
12452,bourbon street,"4012 bell boulevard, queens, ny",11361.0,queens,american,7182242200,critical,40.764098799159996,-73.771252076308,12209
12453,wanisa kitchen,"142 smith street, brooklyn, ny",11201.0,brooklyn,thai,7185223027,not critical,40.686918462552,-73.99034380487299,12210
12454,ho may ny,"69 kingsland ave, brooklyn, ny",11211.0,brooklyn,chinese,7183899788,critical,40.718363968022,-73.940437281006,12211
12455,jj kinahan's,"757 6 avenue, manhattan, ny",10010.0,manhattan,american,6464766276,critical,40.744325404669,-73.99177539057399,12212
12456,cindy restaurant luncheonette,"1806 mcdonald avenue, brooklyn, ny",11223.0,brooklyn,latin american,7186456192,not critical,40.608414951129,-73.972931183052,12213
12457,pokeworks,"23 east   15 street, manhattan, ny",10003.0,manhattan,hawaiian,6463959884,not critical,40.736445241178004,-73.992526922375,12214
12458,wing hing seafood restaurant,"1217 avenue u, brooklyn, ny",11229.0,brooklyn,chinese,7189980360,not critical,40.598485863559,-73.95956847891999,12215
12459,circa brewing co,"141 lawrence street, brooklyn, ny",11201.0,brooklyn,american,7188580055,critical,40.6917323815,-73.986282737649,12216
12460,complete body & spa,"301 east   57 street, manhattan, ny",10022.0,manhattan,american,2127777703,critical,40.759257400334,-73.96517019855601,12217
12461,caffe italia,"6917 18 avenue, brooklyn, ny",11204.0,brooklyn,coffee/tea,3475548899,critical,40.61666599503,-73.992652043939,12218
12462,mad pizza bar,"14 east   60 street, manhattan, ny",10022.0,manhattan,,6466939990,not applicable,40.764372597121,-73.971362201788,12219
12463,peri peri,"235 malcolm x boulevard, brooklyn, ny",11233.0,brooklyn,portuguese,9179668614,critical,40.684715035706,-73.929405379605,12220
12464,kingsbrew,"2001 oriental boulevard, brooklyn, ny",11235.0,brooklyn,coffee/tea,7183685959,critical,40.578489686497996,-73.93489989999401,12221
12465,broadhurst theater,"235 west 44th street, manhattan, ny",10036.0,manhattan,american,2125867610,critical,40.758018642617,-73.987622638957,12222
12466,hong kong kei one,"4207 hylan boulevard, staten island, ny",10308.0,staten island,chinese,7189489700,critical,40.537517656586,-74.150223840325,12223
12467,peter mcmanus cafe,"152 7 avenue, manhattan, ny",10011.0,manhattan,irish,2129299691,not critical,40.741773039676,-73.997347584272,12224
12468,hungry burrito,"510 morgan avenue, brooklyn, ny",11222.0,brooklyn,mexican,7183871006,critical,40.72160175308,-73.938464608393,12225
12469,texas rotisserie & grill,"2581 broadway, manhattan, ny",10025.0,manhattan,chicken,2126659800,not critical,40.795462379848,-73.971197086638,12226
12470,cooper beer garden,"8000 cooper ave, queens, ny",11385.0,queens,hamburgers,9175829665,critical,40.709259050949,-73.870055543988,12227
12471,the dugout,"880 river avenue, bronx, ny",10452.0,bronx,american,7185886912,critical,40.828326702476,-73.92562452986,12228
12472,del frisco's grille,"200 vesey street, manhattan, ny",10281.0,manhattan,american,2127860760,critical,40.714439645900995,-74.015493110018,12229
12473,montagu's gusto,"645 2 avenue, manhattan, ny",10016.0,manhattan,american,9178332851,critical,40.745582886635,-73.975300441363,12230
12474,one for the road,"4025 150th st, queens, ny",11354.0,queens,american,6316978486,not critical,40.763026173328,-73.814116058651,12231
12475,heartland bagels 11,"1024 rossville avenue, staten island, ny",10309.0,staten island,coffee/tea,7189668494,critical,40.552153726732,-74.212103535805,12232
12476,sushi ryusei,"216 east   39 street, manhattan, ny",10016.0,manhattan,japanese,2129838880,critical,40.748599363913996,-73.975227136656,12233
12477,chez ma tante,"90 calyer street, brooklyn, ny",11222.0,brooklyn,american,7183893606,critical,40.72700936923,-73.957570784888,12234
12478,nacho macho taco,"591 knickerbocker avenue, brooklyn, ny",11221.0,brooklyn,tex-mex,3479333715,not critical,40.696334119235,-73.913994293302,12235
12479,tortoise & hare,"6115 broadway, bronx, ny",10471.0,bronx,american,3478437868,not critical,40.894386337416,-73.896534370898,12236
12480,la isla cafe,"212 delancey street, manhattan, ny",10002.0,manhattan,spanish,2125984752,critical,40.716964670029995,-73.983344724237,12237
12481,dunkin,"2704 hylan boulevard, staten island, ny",10306.0,staten island,donuts,7183517193,not critical,40.56636074302,-74.113872039258,12238
12482,dunkin,"2704 hylan boulevard, staten island, ny",10306.0,staten island,donuts,7183517193,not critical,40.56636074302,-74.113872039258,12239
12483,popeyes,"130 westchester sq, bronx, ny",10461.0,bronx,chicken,7182078409,critical,40.839840015265004,-73.842986687105,12240
12484,bardough,"350 west   46 street, manhattan, ny",10036.0,manhattan,pizza,9172620543,not critical,40.760387544484,-73.98936931185601,12241
12485,kwikees cuisine,"78 utica avenue, brooklyn, ny",11213.0,brooklyn,caribbean,3477852703,not critical,40.676269982388,-73.930423801508,12242
12486,times deli & cafe,"158 west   44 street, manhattan, ny",10036.0,manhattan,sandwiches,2129441234,critical,40.756755696983,-73.984670267738,12243
12487,times deli & cafe,"158 west   44 street, manhattan, ny",10036.0,manhattan,sandwiches,2129441234,critical,40.756755696983,-73.984670267738,12244
12488,estancia 460,"460 greenwich street, manhattan, ny",10013.0,manhattan,latin american,2124315093,not critical,40.723728593745996,-74.009491985046,12245
12489,the usual,"30 kenmare street, manhattan, ny",10012.0,manhattan,american,2129252555,not critical,40.720679448695,-73.995173054852,12246
12490,uncle ted's,"163 bleecker street, manhattan, ny",10012.0,manhattan,chinese,2127771395,not critical,40.728628394228004,-74.000090200358,12247
12491,agora turkish restaurant,"1565 second avenue, manhattan, ny",10028.0,manhattan,turkish,2127171220,critical,40.774846415125,-73.953958543714,12248
12492,davies roti shop and smoothie bar,"12707 rockaway blvd, queens, ny",11420.0,queens,caribbean,7186411769,critical,40.675179349225004,-73.810554841229,12249
12493,star kabab & chinese restaurant,"16821 hillside avenue, queens, ny",11432.0,queens,bangladeshi,7185260400,critical,40.710245838483,-73.794158257649,12250
12494,new belacan restaurant,"5918 8 avenue, brooklyn, ny",11220.0,brooklyn,asian/asian fusion,7184929088,critical,40.635912289371,-74.00912995661601,12251
12495,blue mist,"2166 westchester avenue, bronx, ny",10462.0,bronx,mediterranean,3474300102,critical,40.834102329657,-73.852453880474,12252
12496,little poland restaurant,"200 2 avenue, manhattan, ny",10003.0,manhattan,polish,2127779728,critical,40.731394216196,-73.985617855678,12253
12497,amorino,"60 university place, manhattan, ny",10003.0,manhattan,frozen desserts,2122535599,critical,40.732857905119,-73.993710830349,12254
12498,hart bar,"538 hart street, brooklyn, ny",11221.0,brooklyn,american,6462648426,not critical,40.696531573356,-73.929868847333,12255
12499,pho 60,"1001 60 street, brooklyn, ny",11219.0,brooklyn,southeast asian,7188857722,not critical,40.632635281778,-74.004813346787,12256
12500,royal brooklyn,"1025 manhattan avenue, brooklyn, ny",11222.0,brooklyn,american,7183492340,not critical,40.733974562561,-73.954892578391,12257
12501,buttercup bake shop,"200 broadway, manhattan, ny",10038.0,manhattan,bakery products/desserts,6466109258,critical,40.710526270262,-74.009353030615,12258
12502,mofongo del valle,"3340 broadway, manhattan, ny",10031.0,manhattan,latin american,2122818360,critical,40.820247702693,-73.954949490204,12259
12503,bierwax,"556 vanderbilt avenue, brooklyn, ny",11238.0,brooklyn,american,3475338449,not critical,40.679959156014,-73.96804559611999,12260
12504,panaderia ixtapan,"211 west  231 street, bronx, ny",10463.0,bronx,bakery products/desserts,9292225466,not critical,40.879122157216,-73.90518288885801,12261
12505,panaderia ixtapan,"211 west  231 street, bronx, ny",10463.0,bronx,bakery products/desserts,9292225466,not critical,40.879122157216,-73.90518288885801,12262
12506,panaderia ixtapan,"211 west  231 street, bronx, ny",10463.0,bronx,bakery products/desserts,9292225466,not critical,40.879122157216,-73.90518288885801,12263
12507,shaking crab,"2869 broadway, manhattan, ny",10025.0,manhattan,seafood,6172564211,not critical,40.805114242977,-73.966016645031,12264
12508,the graham,"151 meserole street, brooklyn, ny",11206.0,brooklyn,american,7183884682,critical,40.708097121601,-73.943068706158,12265
12509,the great burrito mexican kitchen,"405 amsterdam avenue, manhattan, ny",10024.0,manhattan,mexican,2127245151,critical,40.783397982989,-73.97812460061999,12266
12510,new double happiness,"2637 86 street, brooklyn, ny",11223.0,brooklyn,chinese,7182669898,not critical,40.596032564185,-73.98405916131699,12267
12511,crown fried chicken and pizza,"1263 nostrand avenue, brooklyn, ny",11226.0,brooklyn,chicken,7182841177,critical,40.656130836674,-73.950133970507,12268
12512,caledonia,"1609 2 avenue, manhattan, ny",10028.0,manhattan,irish,2127344300,critical,40.776240340314004,-73.952946606974,12269
12513,anfora,"34 8 avenue, manhattan, ny",10014.0,manhattan,italian,2125182722,critical,40.737897379628,-74.004416826232,12270
12514,anfora,"34 8 avenue, manhattan, ny",10014.0,manhattan,italian,2125182722,critical,40.737897379628,-74.004416826232,12271
12515,lety bakery,"77-07 37 avenue, queens, ny",11372.0,queens,bakery products/desserts,7185076539,not critical,40.749278255812,-73.88879524033001,12272
12516,king of tandoor,"600 flatbush avenue, brooklyn, ny",11225.0,brooklyn,indian,3475336811,not critical,40.658951036849,-73.96054087534701,12273
12517,the empanada spot williamsburg,"346 graham avenue, brooklyn, ny",11211.0,brooklyn,mexican,3477630737,critical,40.7146797337,-73.944401354346,12274
12518,the clonard,"506 grand street, brooklyn, ny",11211.0,brooklyn,,9176269701,not applicable,40.710982663048,-73.950695155895,12275
12519,inwood delicias,"616 west  207 street, manhattan, ny",10034.0,manhattan,spanish,6465082069,critical,40.867804087735,-73.921299340134,12276
12520,jr primos restaurant,"698 allerton avenue, bronx, ny",10467.0,bronx,spanish,3474495680,not critical,40.865413420567,-73.86751126383899,12277
12521,savoy bakery,"883 39 street, brooklyn, ny",11232.0,brooklyn,bakery products/desserts,7184396343,critical,40.646296080043,-73.995672142488,12278
12522,terminal 5,"610 west   56 street, manhattan, ny",10019.0,manhattan,american,2813630900,not critical,40.769840730155,-73.992414852851,12279
12523,mokja,"3519 broadway, queens, ny",11106.0,queens,korean,7187210654,critical,40.760372486822,-73.921968229703,12280
12524,thaism,"278 smith street, brooklyn, ny",11231.0,brooklyn,thai,7188340505,not critical,40.682417248612,-73.99339111041199,12281
12525,bistrot leo,"60 thompson street, manhattan, ny",10012.0,manhattan,american,2122198119,not critical,40.724176338947004,-74.0031964863,12282
12526,el pollo iii,"8603 18 avenue, brooklyn, ny",11214.0,brooklyn,spanish,7183313124,critical,40.606966121602,-74.00293155090901,12283
12527,el valle restaurant,"69 featherbed lane, bronx, ny",10452.0,bronx,latin american,3474981171,critical,40.846395039647,-73.917197090363,12284
12528,chiflez,"9502 roosevelt ave, queens, ny",11372.0,queens,latin american,7182051385,critical,40.748960639404004,-73.871168815069,12285
12529,mofongo el mocano restaurant and lounge,"985 morris avenue, bronx, ny",10456.0,bronx,latin american,7185885103,critical,40.828499097923,-73.91685448812899,12286
12530,bebe fritay restaurant,"82b east   18 street, brooklyn, ny",11226.0,brooklyn,creole,7184840242,critical,40.649139278926,-73.963029649558,12287
12531,lois bar,"98 avenue c, manhattan, ny",10009.0,manhattan,american,2124751400,critical,40.723823136692,-73.97903173847399,12288
12532,lois bar,"98 avenue c, manhattan, ny",10009.0,manhattan,american,2124751400,critical,40.723823136692,-73.97903173847399,12289
12533,kingston pizza,"259 kingston avenue, brooklyn, ny",11213.0,brooklyn,pizza,7187747665,not critical,40.670874728182994,-73.942047976393,12290
12534,ugu,"541b myrtle ave, brooklyn, ny",11205.0,brooklyn,asian/asian fusion,7188570222,not critical,40.693782990984,-73.962766795414,12291
12535,friendship foods inc,"13676 39th ave, queens, ny",11354.0,queens,chinese,3473998981,not critical,40.760818897585004,-73.82788269469,12292
12536,boba guys,"23 clinton street, manhattan, ny",10002.0,manhattan,asian/asian fusion,6179019264,not critical,40.720620833074,-73.984281777618,12293
12537,boba guys,"23 clinton street, manhattan, ny",10002.0,manhattan,asian/asian fusion,6179019264,not critical,40.720620833074,-73.984281777618,12294
12538,ouh moa na,"14914 41st ave, queens, ny",11355.0,queens,korean,7188770394,critical,40.762191028675,-73.815360185957,12295
12539,vite-vinosteria,"3105 34th st, queens, ny",11106.0,queens,italian,7182788483,critical,40.762768282821,-73.921413101575,12296
12540,mon amour coffee & wine,"234 west  238 street, bronx, ny",10463.0,bronx,sandwiches/salads/mixed buffet,7187087804,not critical,40.884936713064,-73.90015120063799,12297
12541,konditori,"687 manhattan avenue, brooklyn, ny",11222.0,brooklyn,coffee/tea,3472234837,not critical,40.725058195388996,-73.951539755618,12298
12542,simplylife bakery cafe inc,"7406 new utrecht avenue, brooklyn, ny",11204.0,brooklyn,chinese,7182562138,critical,40.616454882103,-73.999762272765,12299
12543,pizza boy i,"7404 37th ave, queens, ny",11372.0,queens,pizza,7186513381,critical,40.748965275089,-73.891582007636,12300
12544,m & k spanish restaurant & bar,"1727 richmond road, staten island, ny",10306.0,staten island,latin american,3473747507,not critical,40.587945129260994,-74.102971010651,12301
12545,top choice jamaican restaurant,"686 nereid avenue, bronx, ny",10470.0,bronx,caribbean,7185197474,not critical,40.898628457754995,-73.85479154698399,12302
12546,fantastic bagels,"8614 4 avenue, brooklyn, ny",11209.0,brooklyn,bagels/pretzels,7188665557,critical,40.622616138708,-74.028432651151,12303
12547,vive la crepe,"189 columbus avenue, manhattan, ny",10023.0,manhattan,coffee/tea,2129330486,critical,40.775131202921,-73.98044168523,12304
12548,jenavies cafe,"2920 bruckner boulevard, bronx, ny",10465.0,bronx,latin american,7186841324,critical,40.833266122728,-73.827510256137,12305
12549,ig night,"13135 fowler ave, queens, ny",11355.0,queens,chinese,7183587666,critical,40.751834503214,-73.832926510088,12306
12550,nicole kelly pub,"6210 woodhaven boulevard, queens, ny",11374.0,queens,american,9292080046,critical,40.726664095183,-73.870454424005,12307
12551,south slope eatery & juicebar,"486 5 avenue, brooklyn, ny",11215.0,brooklyn,american,7184990005,critical,40.667743184397004,-73.987502476841,12308
12552,central diner,"nka jfk international airport, queens, ny",11430.0,queens,american,7187514756,critical,40.648312826068,-73.788281497594,12309
12553,these are the good old days,"3230 steinway st, queens, ny",11103.0,queens,,4013591221,not applicable,40.758290295728,-73.91955944641501,12310
12554,el encanto centro-americano restaurant,"14912 jamaica avenue, queens, ny",11435.0,queens,spanish,7182629799,not critical,40.701926595592,-73.805259829829,12311
12555,sobol staten island,"480 forest avenue, staten island, ny",10310.0,staten island,other,7187276265,not critical,40.630521846186,-74.106441500867,12312
12556,kabab king,"7301 37th rd, queens, ny",11372.0,queens,indian,7184575857,critical,40.747154383272,-73.892274289694,12313
12557,oaxaca taqueria,"250 4 avenue, brooklyn, ny",11215.0,brooklyn,mexican,7182221122,critical,40.676534218856,-73.983646880149,12314
12558,austins ale house,"8270 austin street, queens, ny",11415.0,queens,american,7188493939,critical,40.709629396048996,-73.830024473794,12315
12559,soul food,"88a kingston ave, brooklyn, ny",11213.0,brooklyn,caribbean,7184937570,not critical,40.676715343649995,-73.941516522976,12316
12560,yung sun seafood restaurant,"47 east broadway, manhattan, ny",10002.0,manhattan,chinese,2123469888,not critical,40.713570526619,-73.995876974886,12317
12561,villa barone manor,"737 throgs neck expressway, bronx, ny",10465.0,bronx,american,7188923500,critical,40.828831526872,-73.81917828009401,12318
12562,lin's gourmet,"1097 2 avenue, manhattan, ny",10022.0,manhattan,chinese,2127525586,critical,40.759784328007,-73.96495333943001,12319
12563,la cocina de alex,"10203 jamaica avenue, queens, ny",11418.0,queens,spanish,7188497509,critical,40.695163757333,-73.845048872959,12320
12564,ba sak chicken,"17107 northern blvd, queens, ny",11358.0,queens,korean,7183538484,not critical,40.757996319646004,-73.79551533783301,12321
12565,ba sak chicken,"17107 northern blvd, queens, ny",11358.0,queens,korean,7183538484,not critical,40.757996319646004,-73.79551533783301,12322
12566,cafe nunez,"240 west   35 street, manhattan, ny",10001.0,manhattan,latin american,2125647444,not critical,40.752164413748005,-73.991377396662,12323
12567,dagan pizza & dairy restaurant,"4820 16 avenue, brooklyn, ny",11204.0,brooklyn,jewish/kosher,7184355711,not critical,40.631432200158,-73.985109878483,12324
12568,dagan pizza & dairy restaurant,"4820 16 avenue, brooklyn, ny",11204.0,brooklyn,jewish/kosher,7184355711,not critical,40.631432200158,-73.985109878483,12325
12569,oneonefour bar & lounge (marmar park ave),"114 east   32 street, manhattan, ny",10016.0,manhattan,american,6466039000,critical,40.745457796553005,-73.98151145534,12326
12570,yards bar & grill,"2632 skillman ave, queens, ny",11101.0,queens,american,9179751495,not critical,40.744052622948,-73.941197347469,12327
12571,bonus room,"991 wyckoff avenue, queens, ny",11385.0,queens,american,6469248488,not critical,40.696046942195004,-73.90486725588,12328
12572,jackbar,"143 havemeyer street, brooklyn, ny",11211.0,brooklyn,american,3479873556,critical,40.71188835762,-73.957342378242,12329
12573,dumont burger,"314 bedford avenue, brooklyn, ny",11249.0,brooklyn,american,7187826666,not critical,40.713635621567,-73.96185747010199,12330
12574,san feng restaurant,"4171 bowne st, queens, ny",11355.0,queens,chinese,7188869668,critical,40.75770122889001,-73.822725440726,12331
12575,san feng restaurant,"4171 bowne st, queens, ny",11355.0,queens,chinese,7188869668,critical,40.75770122889001,-73.822725440726,12332
12576,sake japanese cuisine,"324 church avenue, brooklyn, ny",11218.0,brooklyn,japanese,6462806305,critical,40.643741239659995,-73.977165212997,12333
12577,alegrito,"2216 65 street, brooklyn, ny",11204.0,brooklyn,coffee/tea,3474924997,critical,40.613606976569,-73.98107628163599,12334
12578,aita trattoria,"798a franklin avenue, brooklyn, ny",11238.0,brooklyn,italian,9179662670,critical,40.671109434523004,-73.957819171422,12335
12579,hombres lounge,"8528 37th ave, queens, ny",11372.0,queens,latin american,7189300886,not critical,40.750061127881,-73.881192989618,12336
12580,shao bin zheng,"1445 richmond avenue, staten island, ny",10314.0,staten island,asian/asian fusion,7189831111,not critical,40.613111633522,-74.15863902157,12337
12581,akdeniz mediterranean cuisine,"19 west   46 street, manhattan, ny",10036.0,manhattan,turkish,2125752307,critical,40.756409124438,-73.97992021298,12338
12582,asv foods,"1745 fulton street, brooklyn, ny",11233.0,brooklyn,caribbean,7184930808,not critical,40.679282978859,-73.92916959451999,12339
12583,samite asian cuisine,"16711 union tpke, queens, ny",11366.0,queens,,6462268564,not applicable,40.722710735377,-73.800869620795,12340
12584,hibachi master,"8512 5 avenue, brooklyn, ny",11209.0,brooklyn,japanese,3476626118,critical,40.621985461072995,-74.025802755322,12341
12585,the little beet,"2 penn plaza, manhattan, ny",10121.0,manhattan,soups/salads/sandwiches,9738866229,critical,40.750009774218,-73.991345194031,12342
12586,no no no,"118 madison avenue, manhattan, ny",10016.0,manhattan,japanese,6467073227,critical,40.745332011569,-73.98473425815,12343
12587,la canoa,"651 onderdonk avenue, queens, ny",11385.0,queens,latin american,7184566011,not critical,40.704525459437,-73.908126392903,12344
12588,kabu bar & lounge,"8509 northern boulevard, queens, ny",11372.0,queens,latin american,7184298113,not critical,40.755873021753004,-73.882388156304,12345
12589,crown fried chicken,"5 somers street, brooklyn, ny",11233.0,brooklyn,chicken,7184854911,not critical,40.678451185762,-73.913036805757,12346
12590,jimbo slims,"524 graham avenue, brooklyn, ny",11222.0,brooklyn,american,6468942718,not critical,40.720889428367,-73.946564318311,12347
12591,cataldo's restaurant,"554 vanderbilt avenue, brooklyn, ny",11238.0,brooklyn,italian,7188576700,critical,40.680014045483,-73.968023937472,12348
12592,"yiasou, next door","2003 emmons avenue, brooklyn, ny",11235.0,brooklyn,mediterranean,7183326064,critical,40.583686804222005,-73.948042578732,12349
12593,king garden,"14612 hillside ave, queens, ny",11435.0,queens,chinese,6463099956,not critical,40.705539055084,-73.81037084737899,12350
12594,eastern chinese restaurant,"21-05 broadway, queens, ny",11106.0,queens,chinese,7182787333,critical,40.765113270253,-73.931482223096,12351
12595,berg pastrami,"42 west   42 street, manhattan, ny",10036.0,manhattan,other,6462291271,not critical,40.754068239421,-73.982321170752,12352
12596,el rinconcito del sabor dominicano,"254 east  204 street, bronx, ny",10458.0,bronx,latin american,9178011300,critical,40.874121253704,-73.884195887555,12353
12597,subway,"233 beach   20 street, queens, ny",11691.0,queens,sandwiches,7183373087,critical,40.596002899376,-73.75411045850001,12354
12599,all star pizza,"694 arthur kill road, staten island, ny",10308.0,staten island,pizza,7182272000,critical,40.560203199495,-74.164339506143,12355
12600,subway,"85-21 126 street, queens, ny",11415.0,queens,sandwiches,7188468200,critical,40.703940686608,-73.82535035047499,12356
12601,dunkin,"850 8 avenue, manhattan, ny",10019.0,manhattan,donuts,2128052723,critical,40.763079729782,-73.985509910435,12357
12602,great n.y. noodletown,"28 bowery, manhattan, ny",10013.0,manhattan,chinese,2123490923,not critical,40.714970389857996,-73.99686167325,12358
12603,el tequilazo restaurant & bar,"17237 hillside ave, queens, ny",11432.0,queens,mexican,6462584663,critical,40.712174192147,-73.788954404572,12359
12604,little frankies pizzeria,"20501b linden blvd, queens, ny",11412.0,queens,pizza,9292065255,not critical,40.695699018447,-73.747704510988,12360
12605,the gray mare,"61 2 avenue, manhattan, ny",10003.0,manhattan,irish,2123880662,critical,40.725913352319004,-73.989634598813,12361
12606,alba's pizza,"3620 ditmars boulevard, queens, ny",11105.0,queens,pizza,7189325924,critical,40.774198457282,-73.907990183943,12362
12607,calexico,"278b 5 avenue, brooklyn, ny",11215.0,brooklyn,mexican,3472547644,critical,40.674244841148,-73.982079242141,12363
12608,taverna kyclades,"3307 ditmars boulevard, queens, ny",11105.0,queens,seafood,7185458666,critical,40.775289327032,-73.909501493071,12364
12609,europan cafe,"672 8 avenue, manhattan, ny",10036.0,manhattan,american,2127304442,critical,40.757637306231,-73.989478040229,12365
12610,mcdonald's,"700 broadway, brooklyn, ny",11206.0,brooklyn,hamburgers,7185992870,critical,40.701559202585,-73.94332316248101,12366
12611,mon hing,"497 albany avenue, brooklyn, ny",11203.0,brooklyn,chinese,7189533739,not critical,40.662894608076,-73.9400076108,12367
12612,jin ramen,"3183 broadway, manhattan, ny",10027.0,manhattan,japanese,6465592862,critical,40.815324993134,-73.958561955679,12368
12613,ammos estiatorio,"52 vanderbilt avenue, manhattan, ny",10017.0,manhattan,greek,2129229999,critical,40.754028912268,-73.977213886606,12369
12614,tantra lounge,"3550 31 street, queens, ny",11106.0,queens,latin american,7189374574,not critical,40.757338692737996,-73.929144026424,12370
12615,mister cangrejo colombian restaurant,"7907 roosevelt ave, queens, ny",11372.0,queens,latin american,3476008405,not critical,40.747362946879996,-73.886539193339,12371
12616,lobby bar,"55 water street, brooklyn, ny",11201.0,brooklyn,other,9178104855,not critical,40.703293906325996,-73.992047363499,12372
12617,tairyo japanese fusion,"7407 3 avenue, brooklyn, ny",11209.0,brooklyn,japanese,7188668090,not critical,40.632014493359,-74.027550389043,12373
12618,college point multiplex cinemas,"2855 ulmer street, queens, ny",11354.0,queens,american,7187622383,not critical,40.770675763237,-73.83566260701299,12374
12619,barcade,"148 west   24 street, manhattan, ny",10011.0,manhattan,american,2123908455,not critical,40.744141628552,-73.993720587642,12375
12621,vinicio's restaurant,"4021 108th st, queens, ny",11368.0,queens,latin american,7184783600,not critical,40.750510414882996,-73.858649071811,12376
12622,windmill,"43 clinton street, manhattan, ny",10002.0,manhattan,french,6467646312,critical,40.719857841416996,-73.98467878740699,12377
12623,gt kingston restaurant & bar,"11445 lefferts blvd, queens, ny",11420.0,queens,caribbean,7188486006,critical,40.677931261105996,-73.82009014085901,12378
12624,united grocery & deli,"177 hudson street, manhattan, ny",10013.0,manhattan,sandwiches,2123343379,critical,40.722457869376,-74.008156962142,12379
12625,falafel off the korner,"1675 east    2 street, brooklyn, ny",11223.0,brooklyn,jewish/kosher,7186274122,not critical,40.60849702708,-73.971821888576,12380
12626,ihop,"17019 hillside ave, queens, ny",11432.0,queens,pancakes/waffles,7185234561,not critical,40.711171968818,-73.79174946699,12381
12627,popeyes,"8760 sutphin boulevard, queens, ny",11435.0,queens,chicken,7186584497,critical,40.705213654227,-73.809455661916,12382
12628,great n.y. noodletown,"28 bowery, manhattan, ny",10013.0,manhattan,chinese,2123490923,not critical,40.714970389857996,-73.99686167325,12383
12629,great n.y. noodletown,"28 bowery, manhattan, ny",10013.0,manhattan,chinese,2123490923,not critical,40.714970389857996,-73.99686167325,12384
12630,la fonda restaurant and tapas bar,"169 east  106 street, manhattan, ny",10029.0,manhattan,tapas,2124107292,not critical,40.791926058891,-73.945510319218,12385
12631,la fonda restaurant and tapas bar,"169 east  106 street, manhattan, ny",10029.0,manhattan,tapas,2124107292,not critical,40.791926058891,-73.945510319218,12386
12632,subway (+ star mini mart),"14716 northern boulevard, queens, ny",11354.0,queens,sandwiches,7183595501,critical,40.765158577373,-73.819095506444,12387
12633,chicken perfect,"90-40 160 street, queens, ny",11432.0,queens,chicken,7187394507,not critical,40.704925654032,-73.799905852626,12388
12634,subway,"221 7 avenue, manhattan, ny",10011.0,manhattan,sandwiches,6467191239,critical,40.743919396153004,-73.99575599758501,12389
12635,the district,"1679 3 avenue, manhattan, ny",10128.0,manhattan,american,2122892005,critical,40.783973899731,-73.950203963358,12390
12637,east garden,"1685 1 avenue, manhattan, ny",10128.0,manhattan,chinese,2128315900,not critical,40.777849680402,-73.94867401660599,12391
12638,tryon public house,"4740 broadway, manhattan, ny",10040.0,manhattan,american,9145255331,critical,40.865093974023,-73.928048985955,12392
12639,arome,"325 broadway, manhattan, ny",10007.0,manhattan,american,2122337447,not critical,40.715991386777,-74.004786923723,12393
12640,geminis ii restaurant,"109 graham avenue, brooklyn, ny",11206.0,brooklyn,latin american,7183848108,critical,40.705464806782,-73.942908658849,12394
12641,sotto voce restaurant,"225 7 avenue, brooklyn, ny",11215.0,brooklyn,italian,7183699322,not critical,40.670031075107005,-73.978940569703,12395
12642,captain's cafe 33,"18 east   33 street, manhattan, ny",10016.0,manhattan,coffee/tea,2127797191,critical,40.747343830615,-73.984062515443,12396
12643,taste taco house,"178 church street, manhattan, ny",10013.0,manhattan,tex-mex,2123350290,not critical,40.715601489743,-74.007416621995,12397
12644,spoonfed nyc restaurant,"331 west   51 street, manhattan, ny",10019.0,manhattan,soul food,6463681854,critical,40.763376312013,-73.986737213005,12398
